amount,hour_of_day,account_age_days,avg_historical_ticket,amount_zscore,velocity_1h,velocity_24h,distinct_merchants_24h,cross_merchant_velocity_1h,geo_mismatch,new_device,new_payee,payee_added_to_txn_minutes,sim_or_device_change_recent,session_duration_sec,is_international,chargeback_history_count,merchant_risk_score,billing_shipping_mismatch,fraud_pattern,is_fraud
790.13,19,161,913.46,-0.338,0,2,2,0,0,0,1,153,0,57.1,0,0,0.155,0,legit,0
1756.99,17,728,1625.23,0.203,0,1,1,0,0,0,0,118,0,118.5,0,0,0.204,0,legit,0
581.22,8,454,633.43,-0.206,0,4,2,0,0,0,0,13374,0,101.1,0,0,0.076,0,legit,0
3408.87,14,56,1574.36,2.913,1,4,2,0,0,0,0,369,0,127.8,0,0,0.088,0,legit,0
910.1,9,201,905.67,0.012,1,2,1,0,0,0,0,2981,0,134.3,0,1,0.306,0,legit,0
1250.57,5,313,1551.0,-0.484,0,4,6,2,0,1,1,12339,0,103.9,0,0,0.007,0,legit,0
461.98,15,578,407.31,0.336,0,1,1,0,0,1,1,6453,0,90.3,0,0,0.0,0,legit,0
497.68,10,151,974.28,-1.223,1,1,1,0,0,0,0,593,0,66.6,0,0,0.0,0,legit,0
924.43,8,233,945.15,-0.055,0,0,1,1,0,0,0,94,0,306.6,0,0,0.023,0,legit,0
1650.07,1,215,1171.95,1.02,1,3,1,0,0,0,0,39,0,178.9,0,0,0.0,1,legit,0
189.35,20,44,1918.0,-2.253,3,12,7,2,0,0,1,4564,0,82.3,0,0,0.0,0,mule_cashout_ring,1
508.85,8,212,1141.45,-1.386,0,3,1,0,0,0,1,3087,0,19.6,0,0,0.075,0,legit,0
914.34,11,391,752.44,0.538,2,1,2,0,0,0,1,16,0,187.3,0,0,0.0,0,legit,0
671.12,5,1130,720.68,-0.172,0,1,2,1,0,0,0,11119,0,61.0,0,0,0.201,0,legit,0
1377.91,22,488,1053.47,0.77,0,1,1,0,0,1,0,407,1,173.6,1,0,0.0,0,legit,0
2330.37,14,663,1481.79,1.432,0,5,2,0,0,0,0,345,0,60.2,0,0,0.0,0,legit,0
1686.75,15,236,1451.31,0.406,1,2,1,0,0,0,1,117,0,46.2,0,0,0.29,0,legit,0
1082.04,15,515,1026.5,0.135,0,1,3,0,0,0,0,1571,0,10.3,0,0,0.0,0,legit,0
1230.38,14,904,1055.52,0.414,1,1,3,0,0,0,0,4743,0,32.9,0,0,0.342,0,legit,0
649.09,17,23,919.04,-0.734,0,2,2,0,0,0,0,35,0,47.5,0,0,0.0,0,legit,0
3123.35,16,176,1691.48,2.116,0,1,1,1,0,0,1,284,0,45.1,0,0,0.126,0,legit,0
103.25,8,140,50.0,2.663,0,3,2,0,0,1,0,731,0,33.0,0,0,0.19,0,legit,0
627.24,19,226,902.17,-0.762,0,4,1,0,0,0,0,657,0,52.1,0,0,0.012,0,legit,0
1426.76,3,289,796.02,1.981,1,3,1,1,0,1,0,46,1,147.2,0,0,0.108,0,legit,0
2365.1,18,1245,2278.16,0.095,0,1,4,0,0,0,0,135,0,136.6,0,0,0.0,0,legit,0
951.36,7,20,1454.01,-0.864,2,1,1,0,0,0,0,323,0,118.2,0,0,0.11,0,legit,0
1113.47,15,402,1724.85,-0.886,0,2,2,0,0,0,0,152,0,91.9,0,0,0.021,0,legit,0
991.88,23,182,928.35,0.171,0,2,2,2,0,1,1,128,0,120.8,0,0,0.218,0,legit,0
47.2,17,590,50.0,-0.14,0,2,1,0,0,0,0,3032,0,120.6,0,0,0.267,0,legit,0
798.19,6,329,710.45,0.309,3,2,1,0,0,0,0,113,0,162.0,0,0,0.079,0,legit,0
584.66,12,98,816.77,-0.71,0,6,1,0,0,0,0,1095,0,185.9,0,0,0.166,0,legit,0
1695.77,14,272,1433.13,0.458,0,2,1,0,0,0,0,446,1,62.3,0,1,0.118,0,legit,0
58.92,2,274,50.0,0.446,1,4,2,0,0,0,0,2372,0,184.7,1,0,0.111,0,legit,0
430.54,1,185,583.82,-0.656,0,2,3,1,0,0,0,11627,0,94.8,0,1,0.045,0,legit,0
543.92,16,373,797.21,-0.794,0,3,3,0,0,0,0,159,0,41.3,0,0,0.21,0,legit,0
906.16,22,182,665.04,0.906,1,1,1,0,0,0,0,68,0,56.7,0,0,0.0,0,legit,0
2340.29,4,214,1273.82,2.093,1,0,1,0,0,0,0,305,0,123.6,0,0,0.08,0,legit,0
309.57,11,482,553.51,-1.102,0,2,1,0,0,0,0,3,0,130.1,0,0,0.235,0,legit,0
672.14,6,638,1035.35,-0.877,1,2,4,0,0,0,0,77,0,25.2,0,0,0.084,0,legit,0
1039.55,8,93,1705.54,-0.976,2,0,2,0,0,0,0,2,0,50.8,0,0,0.0,0,legit,0
1048.14,5,44,1117.02,-0.154,0,0,1,1,0,0,0,1250,0,98.9,0,0,0.0,0,legit,0
680.87,3,328,536.89,0.67,0,2,1,0,0,0,0,65,0,225.0,0,0,0.108,0,legit,0
885.02,8,120,1729.88,-1.221,1,5,2,0,0,0,0,77,0,66.3,0,0,0.015,0,legit,0
1224.98,23,76,1319.1,-0.178,0,2,3,0,0,0,0,110,0,59.7,1,0,0.0,0,legit,0
674.27,2,707,826.61,-0.461,0,2,3,0,0,0,0,2828,0,35.0,0,0,0.102,0,legit,0
1378.55,2,108,841.58,1.595,0,2,1,0,0,1,0,575,0,55.1,0,0,0.083,0,legit,0
3081.33,10,269,2008.84,1.335,0,3,1,1,0,0,0,0,0,106.7,0,0,0.158,0,legit,0
673.22,12,398,951.52,-0.731,0,1,2,0,0,0,0,176,0,277.2,0,0,0.246,0,legit,0
1052.15,2,761,1076.66,-0.057,2,2,2,0,0,0,0,15,1,71.0,0,0,0.144,0,legit,0
965.87,9,272,814.25,0.466,0,2,1,0,0,0,0,262,0,52.8,0,0,0.087,0,legit,0
1056.75,8,112,1000.16,0.141,0,6,1,0,0,0,0,294,0,33.4,0,0,0.0,0,legit,0
1472.36,15,453,1248.53,0.448,0,1,2,0,0,0,0,21604,0,44.3,0,0,0.334,0,legit,0
961.55,15,551,1404.03,-0.788,0,2,1,0,0,0,0,1863,1,19.0,0,0,0.225,0,legit,0
1118.57,6,447,1317.59,-0.378,2,2,1,0,0,0,0,185,0,51.9,0,0,0.18,0,legit,0
532.23,9,196,466.6,0.352,0,3,1,0,0,0,1,485,0,39.2,0,0,0.0,0,legit,0
279.12,0,443,670.16,-1.459,0,2,1,0,0,0,1,4,0,11.1,0,0,0.286,0,upi_collect_scam,1
621.91,15,2109,660.03,-0.144,0,4,1,0,0,0,0,3627,0,48.1,0,0,0.149,0,legit,0
167.11,22,409,113.46,1.182,1,3,1,0,0,0,0,1562,0,183.1,0,0,0.304,0,legit,0
778.79,12,800,937.11,-0.422,1,3,3,0,0,0,0,37,0,66.4,0,0,0.125,0,legit,0
338.28,17,246,1527.39,-1.946,2,3,1,0,0,0,0,169,0,62.5,0,0,0.307,0,legit,0
615.73,1,304,1711.57,-1.601,0,3,1,0,0,1,0,15,0,274.6,0,0,0.126,0,legit,0
530.0,2,413,612.58,-0.337,0,3,2,0,0,0,0,76,0,172.6,0,0,0.199,0,legit,0
498.81,18,448,1286.73,-1.531,0,2,1,0,0,0,1,717,0,96.6,0,0,0.209,0,legit,0
976.2,10,793,1389.6,-0.744,0,3,4,0,0,0,0,465,0,34.2,0,0,0.078,0,legit,0
1003.11,19,976,1831.2,-1.131,0,1,1,0,0,0,0,501,0,44.5,0,0,0.281,0,legit,0
962.51,22,502,650.74,1.198,1,3,1,0,0,0,0,40,0,160.4,0,0,0.058,0,legit,0
1803.73,7,694,1970.31,-0.211,1,3,1,0,0,0,0,8,0,114.2,0,0,0.0,0,legit,0
1604.7,14,173,1426.37,0.313,0,2,1,1,0,0,0,366,0,449.1,0,0,0.023,0,legit,0
1391.87,17,359,987.03,1.025,0,0,3,0,0,0,1,12,0,6.5,0,0,0.264,0,upi_collect_scam,1
1386.93,7,70,1493.45,-0.178,0,0,1,1,0,0,0,11487,0,242.6,0,0,0.135,0,legit,0
2618.03,9,99,1587.01,1.624,0,4,1,0,0,1,0,56,0,39.0,0,0,0.075,0,legit,0
1888.82,10,279,1545.68,0.555,0,2,3,0,0,0,1,2530,0,102.1,0,0,0.264,0,legit,0
1847.46,22,296,1586.84,0.411,0,3,1,0,0,0,1,138,0,50.0,0,0,0.234,0,legit,0
1841.13,15,479,1301.67,1.036,0,3,2,0,0,0,0,493,0,47.3,0,0,0.283,0,legit,0
385.68,4,618,1244.76,-1.725,0,1,1,1,0,0,0,2552,0,129.0,0,1,0.108,0,legit,0
1642.94,3,476,1493.65,0.25,0,0,1,0,0,0,0,52,0,16.5,0,0,0.354,0,legit,0
1117.33,10,93,418.62,4.173,1,1,3,0,0,0,1,0,0,25.6,0,0,0.248,1,upi_collect_scam,1
2044.4,14,693,1526.13,0.849,1,4,1,0,0,0,0,269,0,131.8,0,0,0.0,0,legit,0
672.89,4,319,735.39,-0.212,0,3,1,0,0,1,0,5,0,28.2,0,0,0.27,0,legit,0
144.73,15,363,253.1,-1.07,0,2,2,0,0,0,0,468,0,222.6,0,0,0.0,0,legit,0
31.18,5,246,208.5,-2.126,0,0,1,0,0,0,0,252,0,171.8,0,0,0.194,0,legit,0
9207.28,21,565,2143.8,8.237,0,1,1,0,0,1,1,5,0,156.9,0,0,0.366,0,account_takeover_simswap,1
1172.55,19,334,1552.45,-0.612,1,3,1,1,0,1,0,273,0,82.0,0,0,0.083,0,legit,0
743.09,11,743,1338.15,-1.112,0,1,1,0,0,0,0,516,1,80.8,0,0,0.365,0,legit,0
742.91,3,458,1009.26,-0.66,1,1,1,0,0,0,0,37,0,83.4,0,0,0.359,0,legit,0
380.75,23,336,1037.46,-1.582,0,2,1,0,0,0,0,1755,0,170.3,0,0,0.25,0,legit,0
1631.38,8,155,1236.86,0.797,1,0,1,0,0,0,0,14,0,298.3,1,0,0.084,0,legit,0
391.22,18,648,1093.78,-1.606,0,4,2,0,0,0,0,363225,0,80.3,0,0,0.16,0,legit,0
2432.48,1,461,1513.52,1.518,0,5,1,0,0,1,0,596,0,59.1,0,0,0.058,0,legit,0
61.48,20,267,50.0,0.574,1,1,3,1,1,0,1,3656,0,49.7,0,0,0.159,0,legit,0
1387.17,16,538,1018.91,0.904,0,2,4,1,1,0,1,14,0,225.2,0,0,0.3,0,legit,0
666.93,22,376,1622.2,-1.472,1,0,1,0,1,1,0,7,0,12.8,0,0,0.0,0,legit,0
902.54,21,868,1509.86,-1.006,0,3,3,0,0,0,0,3,0,86.3,0,0,0.09,0,legit,0
295.27,5,169,179.8,1.606,0,1,3,1,0,0,0,541,0,255.9,0,0,0.0,0,legit,0
1054.97,11,79,826.73,0.69,1,1,1,1,0,0,0,3,0,133.6,0,0,0.11,0,legit,0
641.65,16,542,890.54,-0.699,1,4,1,1,0,0,0,922,0,130.6,0,0,0.194,0,legit,0
3370.71,16,215,1806.15,2.166,0,3,2,0,1,0,1,3714,0,92.8,0,0,0.0,0,legit,0
427.15,16,943,540.96,-0.526,0,0,1,0,0,0,0,64,0,681.0,0,0,0.207,0,legit,0
1178.58,21,427,1356.85,-0.328,0,3,1,1,0,0,1,74,0,135.1,0,0,0.0,0,legit,0
1323.62,12,689,1131.21,0.425,2,2,2,0,0,0,0,237,0,160.5,0,0,0.289,1,legit,0
990.04,0,445,1484.42,-0.833,0,2,4,0,0,0,0,82,0,37.4,0,0,0.02,0,legit,0
306.4,6,987,214.83,1.066,1,2,1,0,0,0,0,12,0,151.5,0,0,0.066,0,legit,0
2529.83,15,194,1723.99,1.169,0,2,4,2,0,1,1,517,0,105.7,0,0,0.296,0,legit,0
846.73,21,561,1202.89,-0.74,0,1,1,0,0,0,0,200,0,32.8,0,0,0.204,0,legit,0
863.03,12,348,1186.55,-0.682,0,1,2,0,0,0,0,1997,0,54.7,0,0,0.268,0,legit,0
1299.45,20,436,1164.39,0.29,0,1,1,0,0,1,0,35,0,216.1,0,0,0.145,0,legit,0
1146.91,22,104,1064.74,0.193,2,1,5,1,0,1,1,60,0,115.5,0,0,0.068,0,legit,0
1230.83,21,246,1371.24,-0.256,1,3,1,0,0,0,1,12,0,418.6,0,0,0.098,0,legit,0
1325.6,5,654,1234.2,0.185,0,2,2,0,0,0,0,662,0,202.9,0,0,0.228,0,legit,0
1052.96,23,693,828.54,0.677,0,0,5,1,0,0,0,7965,0,171.4,0,0,0.033,0,legit,0
651.56,7,121,1589.21,-1.475,1,1,2,1,0,0,0,2098,0,183.5,0,0,0.306,0,legit,0
1165.36,13,775,1202.45,-0.077,0,3,2,0,0,0,0,59,0,139.9,0,0,0.112,0,legit,0
976.33,19,687,568.05,1.797,1,2,1,0,0,0,0,322,0,265.7,0,0,0.06,0,legit,0
1927.03,2,227,868.88,3.045,0,0,1,0,0,0,1,167,0,77.4,0,0,0.074,0,legit,0
1935.25,6,254,1881.43,0.072,0,5,3,0,0,0,0,1440,0,58.5,0,0,0.184,0,legit,0
1159.02,16,146,1297.45,-0.267,0,0,1,0,0,0,0,5928,0,41.5,0,0,0.226,0,legit,0
646.57,23,436,1113.36,-1.048,0,2,3,0,0,0,0,92,0,29.6,0,0,0.167,0,legit,0
756.83,19,396,1221.74,-0.951,0,3,2,0,0,0,0,436,0,94.0,0,0,0.0,0,legit,0
597.08,3,388,839.32,-0.722,2,2,1,0,0,0,0,3769,0,19.7,0,0,0.0,0,legit,0
1310.42,9,657,1564.36,-0.406,0,1,2,0,0,1,0,23267,0,89.3,0,0,0.102,0,legit,0
381.55,13,283,351.53,0.214,0,2,1,1,1,0,0,4111,0,69.5,0,0,0.335,0,legit,0
656.46,2,525,1102.6,-1.012,0,1,1,1,0,0,1,263,0,20.4,0,0,0.136,0,legit,0
1303.66,8,983,1135.91,0.369,0,3,1,2,0,0,0,2186,0,196.9,0,0,0.142,0,legit,0
1549.7,2,523,1086.52,1.066,1,2,1,0,0,0,0,695,0,126.8,0,0,0.0,0,legit,0
493.4,16,464,702.4,-0.744,0,1,1,0,0,0,0,1259,1,72.7,0,0,0.087,0,legit,0
1103.97,13,603,1183.97,-0.169,0,1,1,0,0,0,0,1032,0,44.4,0,0,0.133,0,legit,0
1821.6,12,238,1907.95,-0.113,1,3,1,0,0,1,1,3,0,7.6,0,0,0.229,0,upi_collect_scam,1
1110.88,20,192,1026.08,0.207,0,4,1,1,0,0,1,21718,0,107.4,0,0,0.014,0,legit,0
311.42,15,573,626.64,-1.258,0,6,3,0,0,1,0,30,0,290.9,0,0,0.064,0,legit,0
519.35,11,782,760.06,-0.792,2,0,1,0,0,0,0,86,0,41.7,0,0,0.068,0,legit,0
1559.45,14,320,1010.83,1.357,1,3,1,1,0,0,0,15642,0,70.9,0,0,0.094,0,legit,0
1422.15,17,221,1690.06,-0.396,0,5,1,0,0,0,1,125,0,30.3,0,0,0.043,0,legit,0
1101.45,9,265,715.07,1.351,0,0,3,0,0,0,0,779,0,65.2,0,0,0.224,0,legit,0
2057.09,5,277,1795.25,0.365,0,2,1,0,0,0,0,214,0,47.9,0,0,0.238,1,legit,0
1658.67,3,424,1571.0,0.14,0,2,1,0,0,0,1,938,0,35.8,0,0,0.077,1,legit,0
530.45,1,361,481.86,0.252,0,1,1,0,0,0,0,331,0,195.6,0,0,0.041,0,legit,0
1144.76,4,204,1787.53,-0.899,0,3,2,0,0,0,1,51,0,22.8,0,0,0.095,0,legit,0
1720.65,0,163,1146.22,1.253,0,3,2,0,0,0,1,281,0,25.5,0,0,0.0,0,legit,0
950.47,18,294,880.37,0.199,0,2,3,0,0,0,0,343,0,67.2,0,0,0.159,0,legit,0
1475.31,14,47,1213.01,0.541,0,0,1,0,0,0,0,3035,0,56.7,0,0,0.262,0,legit,0
689.33,12,195,1096.23,-0.928,0,4,1,0,0,1,1,44,0,56.0,0,0,0.0,0,legit,0
2525.82,0,238,2031.67,0.608,0,3,1,0,1,0,0,17,0,39.2,0,0,0.171,0,legit,0
1354.02,17,316,1217.94,0.279,0,2,1,0,0,0,0,21130,0,53.4,0,0,0.0,0,legit,0
691.81,14,786,564.41,0.564,0,1,2,2,0,1,1,3621,0,51.2,0,0,0.086,0,legit,0
1190.24,16,393,1282.12,-0.179,0,4,1,0,0,0,0,78,1,55.9,1,0,0.0,0,legit,0
435.37,5,451,725.74,-1.0,0,1,1,0,0,0,0,241,0,58.8,0,1,0.286,0,legit,0
1189.14,5,313,1062.43,0.298,1,4,2,0,0,0,1,499,0,63.3,0,0,0.0,0,legit,0
613.63,16,347,564.82,0.216,1,2,1,1,0,0,0,114,0,104.7,0,0,0.0,0,legit,0
1637.75,9,184,1131.08,1.12,0,4,1,0,0,0,0,332,0,44.8,0,0,0.137,0,legit,0
591.92,3,548,690.91,-0.358,0,4,1,0,0,0,0,33180,0,59.8,0,0,0.0,0,legit,0
942.91,14,261,1512.89,-0.942,0,3,1,0,0,1,0,419,0,151.5,0,0,0.138,0,legit,0
53.42,8,324,54.38,-0.044,0,1,1,0,0,1,0,657,0,103.4,0,0,0.175,0,legit,0
136.76,18,159,245.99,-1.11,2,3,1,0,0,0,0,324,0,88.7,0,0,0.436,0,legit,0
1177.96,13,346,970.79,0.534,0,4,1,0,0,0,0,483,0,77.9,0,0,0.217,0,legit,0
904.26,8,145,859.45,0.13,0,0,2,0,0,0,1,76,0,109.6,0,0,0.148,0,legit,0
591.22,23,438,554.92,0.164,0,3,2,0,0,0,0,1222,0,42.6,0,0,0.079,0,legit,0
2262.52,7,293,1836.44,0.58,0,1,2,0,0,0,0,73,0,384.3,0,0,0.0,0,legit,0
334.21,20,356,931.07,-1.603,1,2,5,0,0,1,1,258,0,95.5,0,0,0.068,0,legit,0
262.24,14,720,471.91,-1.111,0,3,1,0,0,0,0,3167,0,77.2,0,0,0.171,0,legit,0
1296.09,9,239,1288.63,0.014,0,1,1,0,0,0,0,466,0,23.5,0,0,0.117,0,legit,0
473.14,18,660,888.49,-1.169,0,5,1,0,0,0,0,5,0,1521.3,0,1,0.133,0,legit,0
2449.99,6,198,1141.46,2.866,0,4,1,0,0,0,0,103,0,71.8,0,0,0.254,0,legit,0
577.99,9,100,1111.09,-1.2,0,4,1,0,0,0,0,34,0,183.1,0,0,0.229,1,legit,0
95.1,13,392,96.18,-0.028,1,4,1,0,0,0,0,284,0,35.2,1,0,0.374,0,legit,0
1432.08,20,484,1128.04,0.674,0,2,1,1,0,0,0,60,0,55.9,0,0,0.159,0,legit,0
2175.66,4,129,2115.79,0.071,0,3,2,1,0,1,0,72,0,107.9,0,0,0.007,0,legit,0
748.56,6,123,470.37,1.479,0,1,1,0,0,0,1,2702,0,59.3,0,0,0.303,0,legit,0
974.57,14,191,1185.79,-0.445,0,3,1,0,1,0,1,1431,0,106.3,1,0,0.373,0,legit,0
2414.64,0,74,1818.66,0.819,0,3,1,0,0,0,0,633,0,122.4,0,0,0.181,0,legit,0
554.15,8,303,527.86,0.125,0,3,1,0,0,0,1,3120,0,40.8,0,0,0.061,0,legit,0
1798.96,15,270,1552.65,0.397,0,0,2,2,0,0,0,5,0,157.5,0,0,0.0,0,legit,0
1298.78,2,390,1332.32,-0.063,0,3,1,0,0,0,0,16,1,55.7,1,0,0.217,0,legit,0
572.09,0,837,1170.82,-1.278,0,1,1,0,0,0,0,1334,0,90.0,0,0,0.375,0,legit,0
1824.76,2,487,1481.55,0.579,1,3,2,0,0,0,1,142,0,96.9,0,0,0.0,0,legit,0
2867.89,21,586,1981.37,1.119,0,3,1,0,0,0,0,298,0,248.4,0,0,0.289,0,legit,0
931.74,18,41,722.61,0.724,0,1,1,0,0,0,0,323,0,164.9,0,0,0.118,0,legit,0
1811.95,10,172,1957.19,-0.186,0,1,4,4,0,1,1,130654,0,62.0,0,0,0.043,1,legit,0
587.76,14,199,1282.76,-1.354,1,1,1,1,0,0,1,851,0,21.2,0,0,0.0,1,legit,0
10.0,2,376,368.32,-2.432,1,1,2,0,0,0,0,132323,0,38.7,0,0,0.204,0,legit,0
1110.04,3,669,1404.7,-0.524,0,2,1,0,0,0,0,293,0,90.8,0,0,0.0,0,legit,0
654.08,0,210,390.75,1.685,0,2,2,0,0,0,0,1120,0,105.2,0,0,0.28,0,legit,0
1234.58,1,494,958.79,0.719,0,4,2,0,0,0,0,14205,0,74.4,0,0,0.218,0,legit,0
1693.02,23,219,2141.77,-0.524,1,1,2,1,0,0,0,427,0,42.6,0,0,0.086,0,legit,0
1066.13,22,962,1747.39,-0.975,0,3,1,1,0,0,0,215,0,758.3,0,0,0.156,0,legit,0
1204.4,7,306,1245.58,-0.083,1,2,1,1,0,0,1,1267,0,101.4,0,0,0.121,0,legit,0
80.14,15,271,50.0,1.507,0,2,1,0,0,0,0,17338,0,86.2,0,0,0.0,0,legit,0
1039.56,10,66,839.89,0.594,1,2,1,0,0,0,0,69,0,81.1,0,0,0.151,0,legit,0
141.67,22,834,119.59,0.462,0,2,4,1,0,1,1,1456,0,84.6,0,0,0.115,0,legit,0
468.2,9,361,861.3,-1.141,1,6,1,0,0,0,0,156,0,95.4,0,0,0.131,1,legit,0
1848.3,21,437,1867.09,-0.025,0,0,2,1,0,0,0,2581,0,45.6,0,0,0.092,0,legit,0
1036.13,5,471,1512.71,-0.788,1,2,1,0,0,0,0,37,0,80.5,0,1,0.139,0,legit,0
2499.33,10,541,1353.03,2.118,0,2,1,1,0,0,0,59523,0,171.5,0,0,0.008,0,legit,0
20.32,2,50,50.0,-1.484,0,3,1,0,0,0,0,3,0,33.2,0,0,0.089,0,legit,0
2055.61,23,190,1111.9,2.122,1,0,4,0,0,1,1,8185,0,18.9,0,0,0.429,0,legit,0
1429.75,20,73,1208.62,0.457,0,0,1,0,0,0,0,848,0,61.0,0,0,0.202,0,legit,0
2168.08,13,648,2133.43,0.041,0,2,3,0,0,0,0,179,0,79.9,0,0,0.018,0,legit,0
1823.2,12,1077,2138.76,-0.369,0,5,4,1,0,0,0,75,0,53.6,0,0,0.065,0,legit,0
1469.28,6,274,1026.03,1.08,0,0,3,0,0,0,0,298,0,136.7,0,0,0.071,0,legit,0
1749.69,18,1009,1481.9,0.452,0,0,1,0,0,1,1,1,1,35.0,0,0,0.344,0,upi_collect_scam,1
581.5,0,615,418.25,0.976,1,2,3,0,0,0,0,235,0,108.9,0,0,0.094,0,legit,0
3504.72,3,889,1646.27,2.822,1,3,1,0,0,0,1,196,0,137.0,0,0,0.448,0,legit,0
787.36,18,859,1359.22,-1.052,1,2,1,0,0,0,0,809,0,103.4,0,0,0.264,0,legit,0
1070.6,23,540,824.06,0.748,0,1,2,0,0,0,0,2508,0,81.6,0,0,0.487,0,legit,0
350.7,23,457,458.22,-0.587,0,3,1,1,0,0,0,2043,0,120.5,0,0,0.248,0,legit,0
1698.01,6,111,1511.18,0.309,1,4,1,0,0,0,0,61,0,30.1,0,0,0.162,0,legit,0
1022.67,3,56,769.19,0.824,1,2,1,0,0,0,0,1284,0,33.5,0,0,0.238,0,legit,0
2377.64,12,203,1997.44,0.476,0,2,1,0,0,0,1,12,0,71.1,0,0,0.28,0,legit,0
1239.74,17,311,1020.57,0.537,0,1,1,0,0,0,1,558,0,598.9,0,0,0.442,0,legit,0
804.2,7,179,633.99,0.671,0,0,1,0,0,0,0,908,0,42.9,0,0,0.188,0,legit,0
1824.35,2,641,1968.12,-0.183,1,2,2,0,1,1,0,289,0,248.7,0,0,0.041,1,legit,0
901.73,6,296,1153.21,-0.545,0,2,2,0,0,0,0,1934,0,48.3,0,0,0.095,0,legit,0
166.56,3,602,171.05,-0.066,0,4,1,0,0,0,0,235,0,59.5,0,0,0.12,1,legit,0
1141.06,13,344,786.08,1.129,0,0,3,0,0,0,0,5,0,133.1,0,0,0.0,0,legit,0
1207.59,10,449,839.59,1.096,1,3,2,0,0,0,0,259,0,119.8,0,0,0.285,0,legit,0
2039.87,2,312,1439.93,1.042,1,5,1,0,0,0,0,36938,0,123.1,0,0,0.103,0,legit,0
478.09,5,442,604.23,-0.522,0,2,3,0,0,0,0,2839,0,193.9,0,0,0.032,0,legit,0
555.73,22,249,1000.83,-1.112,0,2,1,0,0,0,0,819,0,104.7,0,0,0.021,0,legit,0
519.63,0,178,527.99,-0.04,0,2,2,0,0,0,0,69198,0,66.8,0,0,0.142,0,legit,0
1207.84,5,688,1795.39,-0.818,1,1,1,1,0,0,0,1074,0,141.9,0,1,0.185,0,legit,0
392.74,6,471,905.26,-1.415,1,1,1,0,0,0,0,359,0,13.1,0,0,0.14,0,legit,0
2563.39,5,405,2163.68,0.462,0,0,1,1,0,0,0,256,0,134.3,0,0,0.351,0,legit,0
41.44,1,359,229.27,-2.048,0,3,3,1,0,1,0,840,0,18.1,0,0,0.244,0,legit,0
2212.94,2,141,1229.53,2.0,1,4,2,0,0,0,0,1869,0,109.4,0,0,0.007,0,legit,0
538.52,17,201,668.76,-0.487,0,0,1,0,0,0,0,330,0,29.7,0,0,0.0,0,legit,0
489.8,23,872,599.24,-0.457,0,1,1,1,0,0,1,346,0,140.1,0,0,0.42,0,legit,0
425.49,9,185,531.39,-0.498,1,3,1,0,0,0,0,14719,0,142.0,0,0,0.0,0,legit,0
1173.03,5,422,1035.15,0.333,1,2,1,0,0,0,0,1823,1,30.9,0,0,0.023,0,legit,0
888.5,13,276,1187.76,-0.63,0,1,4,0,1,0,0,169,0,113.4,0,0,0.287,0,legit,0
1182.59,12,139,1269.55,-0.171,0,3,2,0,0,0,0,270,0,74.3,0,0,0.36,0,legit,0
111.21,1,28,862.79,-2.178,2,16,7,2,0,0,1,1861,0,57.0,0,0,0.256,0,mule_cashout_ring,1
2612.25,8,489,1489.1,1.886,1,1,2,0,0,0,0,12780,0,252.5,0,0,0.0,0,legit,0
836.99,9,556,1099.61,-0.597,0,4,5,2,0,0,0,72,0,202.8,0,0,0.0,0,legit,0
411.05,18,323,480.53,-0.361,0,2,1,1,1,0,0,151,0,23.3,0,0,0.02,0,legit,0
282.25,11,932,586.64,-1.297,0,3,2,0,0,0,0,295,0,103.8,0,0,0.0,0,legit,0
723.24,4,569,1653.91,-1.407,0,1,1,0,0,0,0,1306,0,190.9,0,1,0.354,0,legit,0
886.64,6,114,830.51,0.169,0,3,4,0,0,0,0,68,0,69.7,0,0,0.125,0,legit,0
2781.18,22,449,1893.43,1.172,1,2,4,1,0,1,0,2454,0,1051.2,0,0,0.136,0,remote_access_session,1
1570.27,15,829,1310.23,0.496,0,4,1,1,0,0,1,804,0,84.7,0,0,0.071,0,legit,0
2740.66,7,530,2095.48,0.77,0,3,1,0,0,0,0,3644,0,23.1,0,0,0.152,0,legit,0
683.66,14,81,712.85,-0.102,1,2,1,0,0,0,0,69,0,20.5,0,0,0.18,0,legit,0
918.28,23,773,1183.17,-0.56,0,2,1,0,0,0,0,5,0,111.1,0,0,0.106,0,legit,0
1046.91,7,672,1370.33,-0.59,0,0,3,0,0,0,0,112,0,68.8,0,0,0.223,0,legit,0
2031.79,2,196,1350.82,1.26,1,5,1,0,0,0,0,49,0,82.2,0,0,0.157,0,legit,0
901.38,9,530,1030.02,-0.312,0,3,1,0,0,0,0,4546,0,44.5,0,0,0.034,0,legit,0
812.46,11,453,735.28,0.262,1,0,2,1,0,0,0,88,0,61.6,0,0,0.252,0,legit,0
115.29,9,276,415.61,-1.807,0,3,2,0,0,0,0,73,0,36.0,0,0,0.0,0,legit,0
3220.66,14,948,1882.56,1.777,2,1,1,0,0,0,0,2973,0,26.5,0,0,0.203,0,legit,0
295.3,22,170,954.1,-1.726,1,1,1,0,0,0,1,274,0,81.3,0,0,0.384,0,legit,0
1911.27,14,105,1535.14,0.613,0,3,3,0,0,0,0,2285,0,111.9,0,0,0.172,0,legit,0
1001.67,23,22,900.22,0.282,1,2,3,1,0,0,0,532,0,43.3,0,0,0.0,0,legit,0
